,min_diff,high_season,delay_15,period_day
7449,4.0,1,0,afternoon
7450,8.0,1,0,afternoon
7451,2.0,1,0,afternoon
7452,3.0,1,0,afternoon
7453,9.0,1,0,afternoon
7454,4.0,1,0,morning
7455,10.0,1,0,afternoon
7456,7.0,1,0,afternoon
7457,3.0,1,0,afternoon
7458,3.0,1,0,afternoon
7459,3.0,1,0,afternoon
7460,5.0,1,0,afternoon
7461,3.0,1,0,morning
7462,3.0,1,0,afternoon
7463,2.0,1,0,afternoon
7464,4.0,1,0,afternoon
7465,5.0,1,0,afternoon
7466,4.0,1,0,afternoon
7467,0.0,1,0,afternoon
7468,1.0,1,0,afternoon
7469,1.0,1,0,afternoon
7470,6.0,1,0,afternoon
7471,1.0,1,0,afternoon
7472,6.0,1,0,afternoon
7473,7.0,1,0,afternoon
7474,0.0,1,0,afternoon
7475,2.0,1,0,afternoon
7476,5.0,1,0,afternoon
7477,14.0,1,0,afternoon
7478,2.0,1,0,afternoon
7479,2.0,1,0,afternoon
7480,0.0,1,0,afternoon
7481,5.0,1,0,afternoon
7482,4.0,1,0,afternoon
7483,8.0,1,0,afternoon
7484,3.0,1,0,afternoon
7485,1.0,1,0,afternoon
7486,5.0,1,0,afternoon
7487,1.0,1,0,afternoon
7488,38.0,1,1,afternoon
7489,34.0,1,1,afternoon
7490,10.0,1,0,afternoon
7491,6.0,1,0,afternoon
7492,1.0,1,0,afternoon
7493,0.0,1,0,afternoon
7494,4.0,1,0,morning
7495,11.0,1,0,morning
7496,0.0,1,0,morning
7497,1.0,1,0,morning
7498,1.0,1,0,morning
7499,3.0,1,0,morning
7500,6.0,1,0,morning
7501,0.0,1,0,morning
7502,3.0,1,0,morning
7503,1.0,1,0,morning
7504,2.0,1,0,morning
7505,2.0,1,0,morning
7506,2.0,1,0,morning
7507,2.0,1,0,morning
7508,0.0,1,0,morning
7509,0.0,1,0,morning
7510,4.0,1,0,morning
7511,2.0,1,0,morning
7512,1.0,1,0,morning
7513,2.0,1,0,morning
7514,0.0,1,0,morning
7515,1.0,1,0,morning
7516,8.0,1,0,morning
7517,5.0,1,0,morning
7518,1.0,1,0,morning
7519,5.0,1,0,morning
7520,147.0,1,1,morning
7521,5.0,1,0,morning
7522,7.0,1,0,night
7523,3.0,1,0,night
7524,1.0,1,0,night
7525,5.0,1,0,night
7526,6.0,1,0,night
7527,1.0,1,0,night
7528,15.0,1,0,night
7529,3.0,1,0,night
7530,0.0,1,0,night
7531,5.0,1,0,night
7532,133.0,1,1,night
7533,8.0,1,0,night
7534,20.0,1,1,night
7535,3.0,1,0,night
7536,27.0,1,1,night
7537,28.0,1,1,night
7538,4.0,1,0,night
7539,2.0,1,0,night
7540,3.0,1,0,night
7541,2.0,1,0,night
7542,2.0,1,0,night
7543,5.0,1,0,night
7544,9.0,1,0,night
7545,18.0,1,1,night
7546,3.0,1,0,night
7547,6.0,1,0,night
7548,13.0,1,0,night
7549,1.0,1,0,night
7550,0.0,1,0,morning
7551,5.0,1,0,morning
7552,7.0,1,0,morning
7553,5.0,1,0,morning
7554,1.0,1,0,morning
7555,2.0,1,0,morning
7556,13.0,1,0,morning
7557,2.0,1,0,morning
7558,6.0,1,0,morning
7559,4.0,1,0,morning
7560,6.0,1,0,morning
7561,2.0,1,0,morning
7562,2.0,1,0,morning
7563,3.0,1,0,morning
7564,2.0,1,0,morning
7565,1.0,1,0,morning
7566,4.0,1,0,morning
7567,0.0,1,0,morning
7568,1.0,1,0,morning
7569,1.0,1,0,morning
7570,2.0,1,0,morning
7571,4.0,1,0,morning
7572,17.0,1,1,morning
7573,9.0,1,0,morning
7574,43.0,1,1,morning
7575,1.0,1,0,morning
7576,37.0,1,1,morning
7577,5.0,1,0,morning
7578,1.0,1,0,afternoon
7579,3.0,1,0,afternoon
7580,0.0,1,0,afternoon
7581,1.0,1,0,afternoon
7582,2.0,1,0,afternoon
7583,0.0,1,0,afternoon
7584,5.0,1,0,afternoon
7585,2.0,1,0,afternoon
7586,8.0,1,0,afternoon
7587,2.0,1,0,afternoon
7588,4.0,1,0,afternoon
7589,10.0,1,0,afternoon
7590,0.0,1,0,afternoon
7591,2.0,1,0,afternoon
7592,1.0,1,0,afternoon
7593,6.0,1,0,afternoon
7594,2.0,1,0,afternoon
7595,1.0,1,0,afternoon
7596,68.0,1,1,afternoon
7597,11.0,1,0,afternoon
7598,2.0,1,0,afternoon
7599,8.0,1,0,afternoon
7600,1.0,1,0,afternoon
7601,41.0,1,1,afternoon
7602,1.0,1,0,afternoon
7603,3.0,1,0,afternoon
7604,1.0,1,0,afternoon
7605,1.0,1,0,afternoon
7606,1.0,1,0,afternoon
7607,3.0,1,0,afternoon
7608,12.0,1,0,afternoon
7609,19.0,1,1,night
7610,7.0,1,0,afternoon
7611,0.0,1,0,afternoon
7612,4.0,1,0,afternoon
7613,6.0,1,0,night
7614,0.0,1,0,afternoon
7615,8.0,1,0,afternoon
7616,2.0,1,0,afternoon
7617,1.0,1,0,night
7618,10.0,1,0,afternoon
7619,9.0,1,0,afternoon
7620,5.0,1,0,afternoon
7621,18.0,1,1,night
7622,3.0,1,0,morning
7623,3.0,1,0,morning
7624,2.0,1,0,morning
7625,6.0,1,0,morning
7626,18.0,1,1,morning
7627,1.0,1,0,morning
7628,3.0,1,0,morning
7629,3.0,1,0,morning
7630,2.0,1,0,morning
7631,5.0,1,0,morning
7632,2.0,1,0,morning
7633,3.0,1,0,morning
7634,2.0,1,0,morning
7635,5.0,1,0,morning
7636,6.0,1,0,morning
7637,2.0,1,0,morning
7638,5.0,1,0,morning
7639,1.0,1,0,morning
7640,0.0,1,0,morning
7641,2.0,1,0,morning
7642,8.0,1,0,morning
7643,1.0,1,0,morning
7644,2.0,1,0,morning
7645,5.0,1,0,morning
7646,1.0,1,0,morning
7647,11.0,1,0,morning
7648,2.0,1,0,morning
7649,6.0,1,0,morning
7650,3.0,1,0,afternoon
7651,8.0,1,0,afternoon
7652,2.0,1,0,afternoon
7653,5.0,1,0,afternoon
7654,3.0,1,0,afternoon
7655,3.0,1,0,afternoon
7656,3.0,1,0,afternoon
7657,1.0,1,0,afternoon
7658,7.0,1,0,afternoon
7659,2.0,1,0,afternoon
7660,7.0,1,0,afternoon
7661,1.0,1,0,afternoon
7662,3.0,1,0,afternoon
7663,0.0,1,0,afternoon
7664,34.0,1,1,afternoon
7665,7.0,1,0,afternoon
7666,5.0,1,0,afternoon
7667,0.0,1,0,afternoon
7668,15.0,1,0,afternoon
7669,8.0,1,0,afternoon
7670,11.0,1,0,afternoon
7671,7.0,1,0,afternoon
7672,30.0,1,1,afternoon
7673,10.0,1,0,afternoon
7674,3.0,1,0,morning
7675,12.0,1,0,morning
7676,5.0,1,0,morning
7677,3.0,1,0,morning
7678,5.0,1,0,morning
7679,3.0,1,0,morning
7680,1.0,1,0,morning
7681,6.0,1,0,morning
7682,3.0,1,0,morning
7683,0.0,1,0,morning
7684,6.0,1,0,morning
7685,2.0,1,0,morning
7686,1.0,1,0,morning
7687,5.0,1,0,morning
7688,3.0,1,0,morning
7689,1.0,1,0,morning
7690,3.0,1,0,morning
7691,1.0,1,0,morning
7692,3.0,1,0,morning
7693,2.0,1,0,morning
7694,14.0,1,0,morning
7695,3.0,1,0,morning
7696,5.0,1,0,morning
7697,3.0,1,0,morning
7698,21.0,1,1,morning
7699,4.0,1,0,morning
7700,18.0,1,1,morning
7701,2.0,1,0,morning
7702,3.0,1,0,morning
7703,9.0,1,0,morning
7704,1.0,1,0,morning
7705,6.0,1,0,morning
7706,1.0,1,0,afternoon
7707,6.0,1,0,morning
7708,2.0,1,0,morning
7709,4.0,1,0,morning
7710,2.0,1,0,morning
7711,147.0,1,1,morning
7712,2.0,1,0,morning
7713,11.0,1,0,afternoon
7714,20.0,1,1,morning
7715,4.0,1,0,morning
7716,24.0,1,1,morning
7717,10.0,1,0,morning
7718,9.0,1,0,morning
7719,3.0,1,0,morning
7720,1.0,1,0,afternoon
7721,2.0,1,0,morning
7722,2.0,1,0,morning
7723,5.0,1,0,morning
7724,11.0,1,0,morning
7725,12.0,1,0,morning
7726,11.0,1,0,morning
7727,1.0,1,0,afternoon
7728,3.0,1,0,morning
7729,1.0,1,0,morning
7730,0.0,1,0,afternoon
7731,3.0,1,0,afternoon
7732,5.0,1,0,afternoon
7733,4.0,1,0,afternoon
7734,4.0,1,0,afternoon
7735,3.0,1,0,afternoon
7736,2.0,1,0,afternoon
7737,3.0,1,0,afternoon
7738,9.0,1,0,afternoon
7739,3.0,1,0,afternoon
7740,26.0,1,1,afternoon
7741,2.0,1,0,afternoon
7742,9.0,1,0,afternoon
7743,4.0,1,0,afternoon
7744,3.0,1,0,afternoon
7745,15.0,1,0,afternoon
7746,8.0,1,0,afternoon
7747,3.0,1,0,afternoon
7748,7.0,1,0,afternoon
7749,1.0,1,0,afternoon
7750,0.0,1,0,afternoon
7751,4.0,1,0,afternoon
7752,5.0,1,0,afternoon
7753,1.0,1,0,afternoon
7754,2.0,1,0,afternoon
7755,5.0,1,0,afternoon
7756,1.0,1,0,afternoon
7757,2.0,1,0,afternoon
7758,6.0,1,0,afternoon
7759,1.0,1,0,afternoon
7760,6.0,1,0,afternoon
7761,4.0,1,0,afternoon
7762,17.0,1,1,afternoon
7763,9.0,1,0,afternoon
7764,1.0,1,0,afternoon
7765,8.0,1,0,afternoon
7766,1.0,1,0,afternoon
7767,1.0,1,0,afternoon
7768,9.0,1,0,afternoon
7769,5.0,1,0,afternoon
7770,1.0,1,0,afternoon
7771,39.0,1,1,afternoon
7772,3.0,1,0,afternoon
7773,5.0,1,0,afternoon
7774,5.0,1,0,afternoon
7775,7.0,1,0,afternoon
7776,18.0,1,1,afternoon
7777,12.0,1,0,afternoon
7778,1.0,1,0,night
7779,1.0,1,0,night
7780,8.0,1,0,night
7781,7.0,1,0,night
7782,21.0,1,1,night
7783,4.0,1,0,night
7784,4.0,1,0,night
7785,5.0,1,0,night
7786,0.0,1,0,morning
7787,2.0,1,0,morning
7788,1.0,1,0,morning
7789,4.0,1,0,morning
7790,1.0,1,0,morning
7791,3.0,1,0,morning
7792,0.0,1,0,morning
7793,6.0,1,0,morning
7794,3.0,1,0,morning
7795,4.0,1,0,morning
7796,1.0,1,0,morning
7797,5.0,1,0,morning
7798,3.0,1,0,morning
7799,1.0,1,0,morning
7800,26.0,1,1,morning
7801,3.0,1,0,morning
7802,5.0,1,0,morning
7803,16.0,1,1,morning
7804,0.0,1,0,morning
7805,7.0,1,0,morning
7806,6.0,1,0,morning
7807,10.0,1,0,morning
7808,12.0,1,0,morning
7809,2.0,1,0,morning
7810,2.0,1,0,morning
7811,1.0,1,0,morning
7812,0.0,1,0,morning
7813,3.0,1,0,morning
7814,12.0,1,0,morning
7815,3.0,1,0,morning
7816,4.0,1,0,morning
7817,1.0,1,0,morning
7818,7.0,1,0,morning
7819,5.0,1,0,morning
7820,1.0,1,0,morning
7821,0.0,1,0,morning
7822,3.0,1,0,morning
7823,3.0,1,0,morning
7824,3.0,1,0,morning
7825,3.0,1,0,morning
7826,40.0,1,1,morning
7827,0.0,1,0,morning
7828,0.0,1,0,morning
7829,3.0,1,0,morning
7830,1.0,1,0,morning
7831,8.0,1,0,morning
7832,22.0,1,1,morning
7833,30.0,1,1,morning
7834,3.0,1,0,morning
7835,0.0,1,0,morning
7836,6.0,1,0,morning
7837,10.0,1,0,morning
7838,1.0,1,0,afternoon
7839,8.0,1,0,afternoon
7840,0.0,1,0,afternoon
7841,3.0,1,0,afternoon
7842,3.0,1,0,afternoon
7843,7.0,1,0,afternoon
7844,4.0,1,0,afternoon
7845,17.0,1,1,afternoon
7846,4.0,1,0,afternoon
7847,9.0,1,0,afternoon
7848,2.0,1,0,afternoon
7849,4.0,1,0,afternoon
7850,7.0,1,0,afternoon
7851,0.0,1,0,afternoon
7852,4.0,1,0,afternoon
7853,0.0,1,0,afternoon
7854,65.0,1,1,afternoon
7855,24.0,1,1,afternoon
7856,2.0,1,0,afternoon
7857,2.0,1,0,afternoon
7858,3.0,1,0,afternoon
7859,0.0,1,0,afternoon
7860,5.0,1,0,afternoon
7861,15.0,1,0,afternoon
7862,1.0,1,0,afternoon
7863,3.0,1,0,afternoon
7864,4.0,1,0,afternoon
7865,1.0,1,0,afternoon
7866,2.0,1,0,afternoon
7867,1.0,1,0,afternoon
7868,6.0,1,0,afternoon
7869,3.0,1,0,afternoon
7870,2.0,1,0,afternoon
7871,1.0,1,0,afternoon
7872,3.0,1,0,afternoon
7873,6.0,1,0,afternoon
7874,9.0,1,0,afternoon
7875,5.0,1,0,afternoon
7876,8.0,1,0,afternoon
7877,3.0,1,0,afternoon
7878,2.0,1,0,afternoon
7879,0.0,1,0,afternoon
7880,147.0,1,1,afternoon
7881,0.0,1,0,afternoon
7882,9.0,1,0,afternoon
7883,1.0,1,0,afternoon
7884,52.0,1,1,afternoon
7885,1.0,1,0,afternoon
7886,6.0,1,0,afternoon
7887,5.0,1,0,afternoon
7888,5.0,1,0,afternoon
7889,11.0,1,0,afternoon
7890,0.0,1,0,afternoon
7891,4.0,1,0,afternoon
7892,2.0,1,0,afternoon
7893,0.0,1,0,afternoon
7894,2.0,1,0,afternoon
7895,8.0,1,0,afternoon
7896,0.0,1,0,afternoon
7897,3.0,1,0,afternoon
7898,0.0,1,0,afternoon
7899,0.0,1,0,afternoon
7900,4.0,1,0,afternoon
7901,9.0,1,0,afternoon
7902,18.0,1,1,afternoon
7903,5.0,1,0,afternoon
7904,0.0,1,0,afternoon
7905,3.0,1,0,afternoon
7906,2.0,1,0,afternoon
7907,74.0,1,1,afternoon
7908,35.0,1,1,afternoon
7909,6.0,1,0,afternoon
7910,7.0,1,0,afternoon
7911,3.0,1,0,afternoon
7912,48.0,1,1,afternoon
7913,7.0,1,0,afternoon
7914,0.0,1,0,afternoon
7915,24.0,1,1,afternoon
7916,1.0,1,0,afternoon
7917,3.0,1,0,afternoon
7918,3.0,1,0,night
7919,8.0,1,0,afternoon
7920,2.0,1,0,night
7921,2.0,1,0,afternoon
7922,49.0,1,1,night
7923,2.0,1,0,afternoon
7924,6.0,1,0,night
7925,34.0,1,1,afternoon
7926,4.0,1,0,morning
7927,6.0,1,0,morning
7928,2.0,1,0,morning
7929,9.0,1,0,morning
7930,3.0,1,0,morning
7931,2.0,1,0,morning
7932,7.0,1,0,morning
7933,8.0,1,0,morning
7934,3.0,1,0,morning
7935,8.0,1,0,morning
7936,0.0,1,0,morning
7937,8.0,1,0,morning
7938,23.0,1,1,morning
7939,2.0,1,0,morning
7940,1.0,1,0,morning
7941,8.0,1,0,morning
7942,17.0,1,1,morning
7943,6.0,1,0,morning
7944,2.0,1,0,morning
7945,1.0,1,0,morning
7946,4.0,1,0,morning
7947,0.0,1,0,morning
7948,2.0,1,0,morning
7949,4.0,1,0,morning
7950,1.0,1,0,morning
7951,1.0,1,0,morning
7952,1.0,1,0,morning
7953,2.0,1,0,morning
7954,4.0,1,0,morning
7955,10.0,1,0,morning
7956,1.0,1,0,morning
7957,5.0,1,0,morning
7958,2.0,1,0,morning
7959,12.0,1,0,morning
7960,2.0,1,0,morning
7961,2.0,1,0,morning
7962,4.0,1,0,morning
7963,3.0,1,0,morning
7964,0.0,1,0,morning
7965,3.0,1,0,morning
7966,16.0,1,1,morning
7967,1.0,1,0,morning
7968,1.0,1,0,morning
7969,2.0,1,0,morning
7970,4.0,1,0,morning
7971,5.0,1,0,morning
7972,1.0,1,0,morning
7973,7.0,1,0,morning
7974,9.0,1,0,morning
7975,6.0,1,0,morning
7976,5.0,1,0,morning
7977,14.0,1,0,morning
7978,2.0,1,0,morning
7979,4.0,1,0,morning
7980,7.0,1,0,morning
7981,2.0,1,0,morning
7982,5.0,1,0,afternoon
7983,0.0,1,0,afternoon
7984,16.0,1,1,afternoon
7985,12.0,1,0,afternoon
7986,5.0,1,0,afternoon
7987,1.0,1,0,afternoon
7988,4.0,1,0,afternoon
7989,4.0,1,0,afternoon
7990,7.0,1,0,afternoon
7991,9.0,1,0,afternoon
7992,1.0,1,0,afternoon
7993,2.0,1,0,afternoon
7994,2.0,1,0,afternoon
7995,17.0,1,1,afternoon
7996,5.0,1,0,afternoon
7997,1.0,1,0,afternoon
7998,1.0,1,0,afternoon
7999,8.0,1,0,afternoon
8000,22.0,1,1,afternoon
8001,3.0,1,0,afternoon
8002,2.0,1,0,afternoon
8003,44.0,1,1,afternoon
8004,7.0,1,0,afternoon
8005,3.0,1,0,afternoon
8006,11.0,1,0,night
8007,2.0,1,0,afternoon
8008,1.0,1,0,afternoon
8009,10.0,1,0,afternoon
8010,1.0,1,0,night
8011,3.0,1,0,afternoon
8012,0.0,1,0,afternoon
8013,7.0,1,0,afternoon
8014,2.0,1,0,night
8015,7.0,1,0,afternoon
8016,1.0,1,0,afternoon
8017,2.0,1,0,afternoon
8018,4.0,1,0,night
8019,47.0,1,1,afternoon
8020,16.0,1,1,afternoon
8021,0.0,1,0,night
8022,8.0,1,0,night
8023,1.0,1,0,night
8024,1.0,1,0,night
8025,18.0,1,1,night
8026,3.0,1,0,night
8027,11.0,1,0,night
8028,0.0,1,0,night
8029,4.0,1,0,night
8030,22.0,1,1,night
8031,41.0,1,1,night
8032,36.0,1,1,night
8033,1.0,1,0,night
8034,19.0,1,1,night
8035,4.0,1,0,night
8036,8.0,1,0,night
8037,5.0,1,0,night
8038,3.0,1,0,night
8039,2.0,1,0,night
8040,52.0,1,1,night
8041,0.0,1,0,night
8042,31.0,1,1,night
8043,20.0,1,1,night
8044,7.0,1,0,night
8045,7.0,1,0,morning
8046,0.0,1,0,morning
8047,1.0,1,0,morning
8048,7.0,1,0,morning
8049,1.0,1,0,morning
8050,17.0,1,1,morning
8051,6.0,1,0,morning
8052,2.0,1,0,morning
8053,1.0,1,0,morning
8054,4.0,1,0,morning
8055,1.0,1,0,morning
8056,7.0,1,0,morning
8057,6.0,1,0,morning
8058,2.0,1,0,morning
8059,6.0,1,0,morning
8060,10.0,1,0,morning
8061,5.0,1,0,morning
8062,24.0,1,1,morning
8063,2.0,1,0,morning
8064,1.0,1,0,morning
8065,2.0,1,0,morning
8066,3.0,1,0,morning
8067,3.0,1,0,morning
8068,0.0,1,0,morning
8069,4.0,1,0,morning
8070,0.0,1,0,morning
8071,1.0,1,0,morning
8072,2.0,1,0,morning
8073,142.0,1,1,afternoon
8074,4.0,1,0,afternoon
8075,11.0,1,0,afternoon
8076,2.0,1,0,afternoon
8077,8.0,1,0,afternoon
8078,7.0,1,0,afternoon
8079,8.0,1,0,afternoon
8080,9.0,1,0,afternoon
8081,3.0,1,0,afternoon
8082,6.0,1,0,afternoon
8083,1.0,1,0,afternoon
8084,4.0,1,0,afternoon
8085,3.0,1,0,afternoon
8086,7.0,1,0,afternoon
8087,13.0,1,0,afternoon
8088,27.0,1,1,afternoon
8089,0.0,1,0,afternoon
8090,0.0,1,0,afternoon
8091,135.0,1,1,afternoon
8092,7.0,1,0,afternoon
8093,13.0,1,0,afternoon
8094,11.0,1,0,afternoon
8095,14.0,1,0,afternoon
8096,25.0,1,1,afternoon
8097,4.0,1,0,afternoon
8098,3.0,1,0,afternoon
8099,70.0,1,1,afternoon
8100,6.0,1,0,night
8101,4.0,1,0,night
8102,3.0,1,0,night
8103,1.0,1,0,night
8104,6.0,1,0,night
8105,0.0,1,0,night
8106,3.0,1,0,night
8107,4.0,1,0,night
8108,16.0,1,1,night
8109,3.0,1,0,night
8110,3.0,1,0,night
8111,1.0,1,0,night
8112,3.0,1,0,night
8113,4.0,1,0,night
8114,3.0,1,0,night
8115,1.0,1,0,night
8116,1.0,1,0,night
8117,6.0,1,0,night
8118,62.0,1,1,night
8119,10.0,1,0,night
8120,9.0,1,0,night
8121,24.0,1,1,night
8122,5.0,1,0,night
8123,23.0,1,1,night
8124,1.0,1,0,night
8125,0.0,1,0,night
8126,10.0,1,0,night
8127,13.0,1,0,night
8128,0.0,1,0,night
8129,7.0,1,0,night
8130,3.0,1,0,night
8131,3.0,1,0,night
8132,3.0,1,0,night
8133,38.0,1,1,night
8134,3.0,1,0,night
8135,9.0,1,0,night
8136,11.0,1,0,morning
8137,17.0,1,1,morning
8138,2.0,1,0,morning
8139,28.0,1,1,morning
8140,1.0,1,0,morning
8141,8.0,1,0,morning
8142,3.0,1,0,morning
8143,9.0,1,0,morning
8144,2.0,1,0,morning
8145,16.0,1,1,morning
8146,61.0,1,1,morning
8147,2.0,1,0,morning
8148,14.0,1,0,morning
8149,9.0,1,0,morning
8150,2.0,1,0,morning
8151,62.0,1,1,morning
8152,36.0,1,1,morning
8153,3.0,1,0,morning
8154,3.0,1,0,morning
8155,2.0,1,0,morning
8156,20.0,1,1,morning
8157,8.0,1,0,morning
8158,5.0,1,0,morning
8159,12.0,1,0,morning
8160,8.0,1,0,morning
8161,3.0,1,0,morning
8162,3.0,1,0,morning
8163,8.0,1,0,morning
8164,14.0,1,0,night
8165,2.0,1,0,night
8166,20.0,1,1,night
8167,7.0,1,0,night
8168,10.0,1,0,night
8169,4.0,1,0,night
8170,3.0,1,0,night
8171,6.0,1,0,night
8172,8.0,1,0,night
8173,11.0,1,0,night
8174,4.0,1,0,night
8175,12.0,1,0,night
8176,9.0,1,0,night
8177,7.0,1,0,night
8178,4.0,1,0,night
8179,0.0,1,0,night
8180,10.0,1,0,night
8181,3.0,1,0,night
8182,81.0,1,1,night
8183,13.0,1,0,night
8184,0.0,1,0,night
8185,22.0,1,1,night
8186,55.0,1,1,night
8187,20.0,1,1,night
8188,2.0,1,0,night
8189,25.0,1,1,night
8190,31.0,1,1,night
8191,33.0,1,1,night
8192,28.0,1,1,afternoon
8193,12.0,1,0,afternoon
8194,65.0,1,1,afternoon
8195,34.0,1,1,afternoon
8196,4.0,1,0,afternoon
8197,8.0,1,0,afternoon
8198,2.0,1,0,afternoon
8199,8.0,1,0,afternoon
8200,2.0,1,0,afternoon
8201,8.0,1,0,afternoon
8202,3.0,1,0,afternoon
8203,2.0,1,0,afternoon
8204,4.0,1,0,afternoon
8205,4.0,1,0,afternoon
8206,3.0,1,0,afternoon
8207,44.0,1,1,afternoon
8208,46.0,1,1,afternoon
8209,11.0,1,0,afternoon
8210,2.0,1,0,afternoon
8211,14.0,1,0,afternoon
8212,34.0,1,1,afternoon
8213,0.0,1,0,afternoon
8214,13.0,1,0,afternoon
8215,20.0,1,1,afternoon
8216,5.0,1,0,afternoon
8217,2.0,1,0,afternoon
8218,47.0,1,1,afternoon
8219,2.0,1,0,afternoon
8220,2.0,1,0,afternoon
8221,1.0,1,0,afternoon
8222,17.0,1,1,afternoon
8223,3.0,1,0,afternoon
8224,2.0,1,0,afternoon
8225,2.0,1,0,afternoon
8226,12.0,1,0,afternoon
8227,2.0,1,0,afternoon
8228,9.0,1,0,afternoon
8229,6.0,1,0,afternoon
8230,3.0,1,0,afternoon
8231,13.0,1,0,afternoon
8232,4.0,1,0,afternoon
8233,58.0,1,1,afternoon
8234,8.0,1,0,afternoon
8235,3.0,1,0,afternoon
8236,4.0,1,0,afternoon
8237,19.0,1,1,afternoon
8238,2.0,1,0,afternoon
8239,2.0,1,0,afternoon
8240,37.0,1,1,afternoon
8241,1.0,1,0,afternoon
8242,5.0,1,0,afternoon
8243,40.0,1,1,afternoon
8244,18.0,1,1,afternoon
8245,1.0,1,0,afternoon
8246,1.0,1,0,afternoon
8247,2.0,1,0,afternoon
8248,6.0,1,0,afternoon
8249,3.0,1,0,afternoon
8250,18.0,1,1,afternoon
8251,18.0,1,1,afternoon
8252,8.0,1,0,afternoon
8253,1.0,1,0,afternoon
8254,14.0,1,0,afternoon
8255,41.0,1,1,afternoon
8256,88.0,1,1,afternoon
8257,6.0,1,0,afternoon
8258,11.0,1,0,afternoon
8259,15.0,1,0,afternoon
8260,49.0,1,1,afternoon
8261,20.0,1,1,afternoon
8262,23.0,1,1,afternoon
8263,25.0,1,1,afternoon
8264,16.0,1,1,afternoon
8265,7.0,1,0,afternoon
8266,6.0,1,0,afternoon
8267,7.0,1,0,afternoon
8268,1.0,1,0,morning
8269,42.0,1,1,morning
8270,2.0,1,0,morning
8271,1.0,1,0,morning
8272,8.0,1,0,morning
8273,2.0,1,0,morning
8274,2.0,1,0,morning
8275,2.0,1,0,morning
8276,12.0,1,0,morning
8277,4.0,1,0,morning
8278,3.0,1,0,morning
8279,5.0,1,0,morning
8280,3.0,1,0,morning
8281,5.0,1,0,morning
8282,1.0,1,0,morning
8283,75.0,1,1,morning
8284,1.0,1,0,morning
8285,2.0,1,0,morning
8286,1.0,1,0,morning
8287,2.0,1,0,morning
8288,7.0,1,0,morning
8289,6.0,1,0,morning
8290,7.0,1,0,morning
8291,6.0,1,0,morning
8292,19.0,1,1,morning
8293,2.0,1,0,morning
8294,12.0,1,0,morning
8295,2.0,1,0,afternoon
8296,1.0,1,0,afternoon
8297,3.0,1,0,afternoon
8298,1.0,1,0,afternoon
8299,1.0,1,0,afternoon
8300,13.0,1,0,afternoon
8301,8.0,1,0,afternoon
8302,2.0,1,0,afternoon
8303,94.0,1,1,afternoon
8304,14.0,1,0,afternoon
8305,2.0,1,0,afternoon
8306,3.0,1,0,afternoon
8307,2.0,1,0,afternoon
8308,0.0,1,0,afternoon
8309,33.0,1,1,afternoon
8310,2.0,1,0,afternoon
8311,14.0,1,0,afternoon
8312,7.0,1,0,afternoon
8313,6.0,1,0,afternoon
8314,16.0,1,1,afternoon
8315,114.0,1,1,afternoon
8316,30.0,1,1,afternoon
8317,0.0,1,0,afternoon
8318,6.0,1,0,afternoon
8319,20.0,1,1,afternoon
8320,2.0,1,0,afternoon
8321,10.0,1,0,afternoon
8322,2.0,1,0,afternoon
8323,6.0,1,0,morning
8324,0.0,1,0,morning
8325,0.0,1,0,morning
8326,7.0,1,0,morning
8327,3.0,1,0,morning
8328,2.0,1,0,morning
8329,9.0,1,0,morning
8330,0.0,1,0,morning
8331,8.0,1,0,morning
8332,5.0,1,0,morning
8333,5.0,1,0,morning
8334,2.0,1,0,morning
8335,5.0,1,0,morning
8336,0.0,1,0,morning
8337,0.0,1,0,morning
8338,3.0,1,0,morning
8339,39.0,1,1,morning
8340,2.0,1,0,morning
8341,6.0,1,0,morning
8342,8.0,1,0,morning
8343,91.0,1,1,morning
8344,4.0,1,0,morning
8345,0.0,1,0,morning
8346,18.0,1,1,morning
8347,2.0,1,0,morning
8348,2.0,1,0,morning
8349,6.0,1,0,morning
8350,0.0,1,0,morning
8351,2.0,1,0,night
8352,12.0,1,0,night
8353,3.0,1,0,night
8354,10.0,1,0,night
8355,8.0,1,0,night
8356,6.0,1,0,night
8357,3.0,1,0,night
8358,0.0,1,0,night
8359,2.0,1,0,night
8360,4.0,1,0,night
8361,67.0,1,1,night
8362,3.0,1,0,night
8363,4.0,1,0,night
8364,38.0,1,1,night
8365,6.0,1,0,night
8366,30.0,1,1,night
8367,9.0,1,0,night
8368,6.0,1,0,night
8369,1.0,1,0,night
8370,4.0,1,0,night
8371,4.0,1,0,night
8372,18.0,1,1,night
8373,14.0,1,0,night
8374,0.0,1,0,night
8375,20.0,1,1,night
8376,15.0,1,0,night
8377,8.0,1,0,night
8378,37.0,1,1,morning
8379,21.0,1,1,morning
8380,0.0,1,0,morning
8381,1.0,1,0,morning
8382,5.0,1,0,morning
8383,1.0,1,0,morning
8384,36.0,1,1,morning
8385,19.0,1,1,morning
8386,0.0,1,0,morning
8387,8.0,1,0,morning
8388,0.0,1,0,morning
8389,3.0,1,0,morning
8390,18.0,1,1,morning
8391,4.0,1,0,morning
8392,2.0,1,0,morning
8393,1.0,1,0,morning
8394,1.0,1,0,morning
8395,2.0,1,0,night
8396,3.0,1,0,morning
8397,7.0,1,0,morning
8398,5.0,1,0,morning
8399,1.0,1,0,morning
